"Code département";"Libellé département";"Code secteur";"Libellé secteur";"Code BV";"Inscrits";"Votants";"% Votants";"Abstentions";"% Abstentions";"Exprimés";"% Exprimés/inscrits";"% Exprimés/votants";"Blancs";"% Blancs/inscrits";"% Blancs/votants";"Nuls";"% Nuls/inscrits";"% Nuls/votants";"Numéro de panneau 1";"Nom candidat 1";"Prénom candidat 1";"Sexe candidat 1";"Nuance liste 1";"Libellé abrégé de liste 1";"Libellé de liste 1";"Voix 1";"% Voix/inscrits 1";"% Voix/exprimés 1";"Elu 1";"Sièges 1";"Numéro de panneau 2";"Nom candidat 2";"Prénom candidat 2";"Sexe candidat 2";"Nuance liste 2";"Libellé abrégé de liste 2";"Libellé de liste 2";"Voix 2";"% Voix/inscrits 2";"% Voix/exprimés 2";"Elu 2";"Sièges 2";"Numéro de panneau 3";"Nom candidat 3";"Prénom candidat 3";"Sexe candidat 3";"Nuance liste 3";"Libellé abrégé de liste 3";"Libellé de liste 3";"Voix 3";"% Voix/inscrits 3";"% Voix/exprimés 3";"Elu 3";"Sièges 3";"Numéro de panneau 4";"Nom candidat 4";"Prénom candidat 4";"Sexe candidat 4";"Nuance liste 4";"Libellé abrégé de liste 4";"Libellé de liste 4";"Voix 4";"% Voix/inscrits 4";"% Voix/exprimés 4";"Elu 4";"Sièges 4"
"75";"Paris";"75056SR10";"Paris 10eme secteur";"1026";"1331";"904";"67,92%";"427";"32,08%";"890";"66,87%";"98,45%";"9";"0,68%";"1,00%";"5";"0,38%";"0,55%";"2";"CORDEBARD";"Alexandra";"F";"LUG";"EAV";"LE 10e EST À VOUS ! AVEC ALEXANDRA CORDEBARD ET EMMANUEL GRÉGOIRE L'UNION DE LA GAUCHE ET DES ECOLOGISTES";"441";"33,13%";"49,55%";"";"15";"3";"BEAUVALET";"Marion";"F";"LFI";"NPP 10";"LE NOUVEAU PARIS POPULAIRE 10e";"196";"14,73%";"22,02%";"";"1";"4";"SERINO";"Valentine";"F";"LUD";"10CP";"Changer Paris 10 avec Valentine Serino et Rachida Dati";"148";"11,12%";"16,63%";"";"2";"5";"FORT";"Bertil";"M";"LDVC";"TI BF 10";"Tous InDIXpensables, avec Bertil Fort";"105";"7,89%";"11,80%";"";"1"
"75";"Paris";"75056SR10";"Paris 10eme secteur";"1027";"1574";"947";"60,17%";"627";"39,83%";"939";"59,66%";"99,16%";"5";"0,32%";"0,53%";"3";"0,19%";"0,32%";"2";"CORDEBARD";"Alexandra";"F";"LUG";"EAV";"LE 10e EST À VOUS ! AVEC ALEXANDRA CORDEBARD ET EMMANUEL GRÉGOIRE L'UNION DE LA GAUCHE ET DES ECOLOGISTES";"401";"25,48%";"42,71%";"";"15";"3";"BEAUVALET";"Marion";"F";"LFI";"NPP 10";"LE NOUVEAU PARIS POPULAIRE 10e";"242";"15,37%";"25,77%";"";"1";"4";"SERINO";"Valentine";"F";"LUD";"10CP";"Changer Paris 10 avec Valentine Serino et Rachida Dati";"163";"10,36%";"17,36%";"";"2";"5";"FORT";"Bertil";"M";"LDVC";"TI BF 10";"Tous InDIXpensables, avec Bertil Fort";"133";"8,45%";"14,16%";"";"1"
"75";"Paris";"75056SR10";"Paris 10eme secteur";"1028";"1452";"968";"66,67%";"484";"33,33%";"956";"65,84%";"98,76%";"6";"0,41%";"0,62%";"6";"0,41%";"0,62%";"2";"CORDEBARD";"Alexandra";"F";"LUG";"EAV";"LE 10e EST À VOUS ! AVEC ALEXANDRA CORDEBARD ET EMMANUEL GRÉGOIRE L'UNION DE LA GAUCHE ET DES ECOLOGISTES";"435";"29,96%";"45,50%";"";"15";"3";"BEAUVALET";"Marion";"F";"LFI";"NPP 10";"LE NOUVEAU PARIS POPULAIRE 10e";"158";"10,88%";"16,53%";"";"1";"4";"SERINO";"Valentine";"F";"LUD";"10CP";"Changer Paris 10 avec Valentine Serino et Rachida Dati";"222";"15,29%";"23,22%";"";"2";"5";"FORT";"Bertil";"M";"LDVC";"TI BF 10";"Tous InDIXpensables, avec Bertil Fort";"141";"9,71%";"14,75%";"";"1"
"75";"Paris";"75056SR10";"Paris 10eme secteur";"1029";"1504";"1057";"70,28%";"447";"29,72%";"1048";"69,68%";"99,15%";"7";"0,47%";"0,66%";"2";"0,13%";"0,19%";"2";"CORDEBARD";"Alexandra";"F";"LUG";"EAV";"LE 10e EST À VOUS ! AVEC ALEXANDRA CORDEBARD ET EMMANUEL GRÉGOIRE L'UNION DE LA GAUCHE ET DES ECOLOGISTES";"451";"29,99%";"43,03%";"";"15";"3";"BEAUVALET";"Marion";"F";"LFI";"NPP 10";"LE NOUVEAU PARIS POPULAIRE 10e";"154";"10,24%";"14,69%";"";"1";"4";"SERINO";"Valentine";"F";"LUD";"10CP";"Changer Paris 10 avec Valentine Serino et Rachida Dati";"240";"15,96%";"22,90%";"";"2";"5";"FORT";"Bertil";"M";"LDVC";"TI BF 10";"Tous InDIXpensables, avec Bertil Fort";"203";"13,50%";"19,37%";"";"1"
"75";"Paris";"75056SR10";"Paris 10eme secteur";"1030";"1516";"1008";"66,49%";"508";"33,51%";"992";"65,44%";"98,41%";"13";"0,86%";"1,29%";"3";"0,20%";"0,30%";"2";"CORDEBARD";"Alexandra";"F";"LUG";"EAV";"LE 10e EST À VOUS ! AVEC ALEXANDRA CORDEBARD ET EMMANUEL GRÉGOIRE L'UNION DE LA GAUCHE ET DES ECOLOGISTES";"436";"28,76%";"43,95%";"";"15";"3";"BEAUVALET";"Marion";"F";"LFI";"NPP 10";"LE NOUVEAU PARIS POPULAIRE 10e";"171";"11,28%";"17,24%";"";"1";"4";"SERINO";"Valentine";"F";"LUD";"10CP";"Changer Paris 10 avec Valentine Serino et Rachida Dati";"222";"14,64%";"22,38%";"";"2";"5";"FORT";"Bertil";"M";"LDVC";"TI BF 10";"Tous InDIXpensables, avec Bertil Fort";"163";"10,75%";"16,43%";"";"1"
"75";"Paris";"75056SR10";"Paris 10eme secteur";"1031";"1296";"842";"64,97%";"454";"35,03%";"832";"64,20%";"98,81%";"4";"0,31%";"0,48%";"6";"0,46%";"0,71%";"2";"CORDEBARD";"Alexandra";"F";"LUG";"EAV";"LE 10e EST À VOUS ! AVEC ALEXANDRA CORDEBARD ET EMMANUEL GRÉGOIRE L'UNION DE LA GAUCHE ET DES ECOLOGISTES";"376";"29,01%";"45,19%";"";"15";"3";"BEAUVALET";"Marion";"F";"LFI";"NPP 10";"LE NOUVEAU PARIS POPULAIRE 10e";"88";"6,79%";"10,58%";"";"1";"4";"SERINO";"Valentine";"F";"LUD";"10CP";"Changer Paris 10 avec Valentine Serino et Rachida Dati";"204";"15,74%";"24,52%";"";"2";"5";"FORT";"Bertil";"M";"LDVC";"TI BF 10";"Tous InDIXpensables, avec Bertil Fort";"164";"12,65%";"19,71%";"";"1"
"75";"Paris";"75056SR10";"Paris 10eme secteur";"1032";"1382";"878";"63,53%";"504";"36,47%";"870";"62,95%";"99,09%";"4";"0,29%";"0,46%";"4";"0,29%";"0,46%";"2";"CORDEBARD";"Alexandra";"F";"LUG";"EAV";"LE 10e EST À VOUS ! AVEC ALEXANDRA CORDEBARD ET EMMANUEL GRÉGOIRE L'UNION DE LA GAUCHE ET DES ECOLOGISTES";"394";"28,51%";"45,29%";"";"15";"3";"BEAUVALET";"Marion";"F";"LFI";"NPP 10";"LE NOUVEAU PARIS POPULAIRE 10e";"200";"14,47%";"22,99%";"";"1";"4";"SERINO";"Valentine";"F";"LUD";"10CP";"Changer Paris 10 avec Valentine Serino et Rachida Dati";"145";"10,49%";"16,67%";"";"2";"5";"FORT";"Bertil";"M";"LDVC";"TI BF 10";"Tous InDIXpensables, avec Bertil Fort";"131";"9,48%";"15,06%";"";"1"
"75";"Paris";"75056SR10";"Paris 10eme secteur";"1033";"1571";"981";"62,44%";"590";"37,56%";"976";"62,13%";"99,49%";"4";"0,25%";"0,41%";"1";"0,06%";"0,10%";"2";"CORDEBARD";"Alexandra";"F";"LUG";"EAV";"LE 10e EST À VOUS ! AVEC ALEXANDRA CORDEBARD ET EMMANUEL GRÉGOIRE L'UNION DE LA GAUCHE ET DES ECOLOGISTES";"490";"31,19%";"50,20%";"";"15";"3";"BEAUVALET";"Marion";"F";"LFI";"NPP 10";"LE NOUVEAU PARIS POPULAIRE 10e";"149";"9,48%";"15,27%";"";"1";"4";"SERINO";"Valentine";"F";"LUD";"10CP";"Changer Paris 10 avec Valentine Serino et Rachida Dati";"174";"11,08%";"17,83%";"";"2";"5";"FORT";"Bertil";"M";"LDVC";"TI BF 10";"Tous InDIXpensables, avec Bertil Fort";"163";"10,38%";"16,70%";"";"1"
"75";"Paris";"75056SR10";"Paris 10eme secteur";"1034";"1532";"931";"60,77%";"601";"39,23%";"917";"59,86%";"98,50%";"9";"0,59%";"0,97%";"5";"0,33%";"0,54%";"2";"CORDEBARD";"Alexandra";"F";"LUG";"EAV";"LE 10e EST À VOUS ! AVEC ALEXANDRA CORDEBARD ET EMMANUEL GRÉGOIRE L'UNION DE LA GAUCHE ET DES ECOLOGISTES";"411";"26,83%";"44,82%";"";"15";"3";"BEAUVALET";"Marion";"F";"LFI";"NPP 10";"LE NOUVEAU PARIS POPULAIRE 10e";"121";"7,90%";"13,20%";"";"1";"4";"SERINO";"Valentine";"F";"LUD";"10CP";"Changer Paris 10 avec Valentine Serino et Rachida Dati";"243";"15,86%";"26,50%";"";"2";"5";"FORT";"Bertil";"M";"LDVC";"TI BF 10";"Tous InDIXpensables, avec Bertil Fort";"142";"9,27%";"15,49%";"";"1"
"75";"Paris";"75056SR10";"Paris 10eme secteur";"1035";"1407";"902";"64,11%";"505";"35,89%";"893";"63,47%";"99,00%";"6";"0,43%";"0,67%";"3";"0,21%";"0,33%";"2";"CORDEBARD";"Alexandra";"F";"LUG";"EAV";"LE 10e EST À VOUS ! AVEC ALEXANDRA CORDEBARD ET EMMANUEL GRÉGOIRE L'UNION DE LA GAUCHE ET DES ECOLOGISTES";"384";"27,29%";"43,00%";"";"15";"3";"BEAUVALET";"Marion";"F";"LFI";"NPP 10";"LE NOUVEAU PARIS POPULAIRE 10e";"146";"10,38%";"16,35%";"";"1";"4";"SERINO";"Valentine";"F";"LUD";"10CP";"Changer Paris 10 avec Valentine Serino et Rachida Dati";"216";"15,35%";"24,19%";"";"2";"5";"FORT";"Bertil";"M";"LDVC";"TI BF 10";"Tous InDIXpensables, avec Bertil Fort";"147";"10,45%";"16,46%";"";"1"
"75";"Paris";"75056SR10";"Paris 10eme secteur";"1036";"1451";"972";"66,99%";"479";"33,01%";"958";"66,02%";"98,56%";"6";"0,41%";"0,62%";"8";"0,55%";"0,82%";"2";"CORDEBARD";"Alexandra";"F";"LUG";"EAV";"LE 10e EST À VOUS ! AVEC ALEXANDRA CORDEBARD ET EMMANUEL GRÉGOIRE L'UNION DE LA GAUCHE ET DES ECOLOGISTES";"473";"32,60%";"49,37%";"";"15";"3";"BEAUVALET";"Marion";"F";"LFI";"NPP 10";"LE NOUVEAU PARIS POPULAIRE 10e";"158";"10,89%";"16,49%";"";"1";"4";"SERINO";"Valentine";"F";"LUD";"10CP";"Changer Paris 10 avec Valentine Serino et Rachida Dati";"170";"11,72%";"17,75%";"";"2";"5";"FORT";"Bertil";"M";"LDVC";"TI BF 10";"Tous InDIXpensables, avec Bertil Fort";"157";"10,82%";"16,39%";"";"1"
"75";"Paris";"75056SR10";"Paris 10eme secteur";"1037";"1357";"852";"62,79%";"505";"37,21%";"845";"62,27%";"99,18%";"4";"0,29%";"0,47%";"3";"0,22%";"0,35%";"2";"CORDEBARD";"Alexandra";"F";"LUG";"EAV";"LE 10e EST À VOUS ! AVEC ALEXANDRA CORDEBARD ET EMMANUEL GRÉGOIRE L'UNION DE LA GAUCHE ET DES ECOLOGISTES";"372";"27,41%";"44,02%";"";"15";"3";"BEAUVALET";"Marion";"F";"LFI";"NPP 10";"LE NOUVEAU PARIS POPULAIRE 10e";"134";"9,87%";"15,86%";"";"1";"4";"SERINO";"Valentine";"F";"LUD";"10CP";"Changer Paris 10 avec Valentine Serino et Rachida Dati";"195";"14,37%";"23,08%";"";"2";"5";"FORT";"Bertil";"M";"LDVC";"TI BF 10";"Tous InDIXpensables, avec Bertil Fort";"144";"10,61%";"17,04%";"";"1"
"75";"Paris";"75056SR10";"Paris 10eme secteur";"1038";"1627";"1092";"67,12%";"535";"32,88%";"1078";"66,26%";"98,72%";"12";"0,74%";"1,10%";"2";"0,12%";"0,18%";"2";"CORDEBARD";"Alexandra";"F";"LUG";"EAV";"LE 10e EST À VOUS ! AVEC ALEXANDRA CORDEBARD ET EMMANUEL GRÉGOIRE L'UNION DE LA GAUCHE ET DES ECOLOGISTES";"505";"31,04%";"46,85%";"";"15";"3";"BEAUVALET";"Marion";"F";"LFI";"NPP 10";"LE NOUVEAU PARIS POPULAIRE 10e";"168";"10,33%";"15,58%";"";"1";"4";"SERINO";"Valentine";"F";"LUD";"10CP";"Changer Paris 10 avec Valentine Serino et Rachida Dati";"205";"12,60%";"19,02%";"";"2";"5";"FORT";"Bertil";"M";"LDVC";"TI BF 10";"Tous InDIXpensables, avec Bertil Fort";"200";"12,29%";"18,55%";"";"1"
"75";"Paris";"75056SR10";"Paris 10eme secteur";"1039";"1714";"1066";"62,19%";"648";"37,81%";"1057";"61,67%";"99,16%";"5";"0,29%";"0,47%";"4";"0,23%";"0,38%";"2";"CORDEBARD";"Alexandra";"F";"LUG";"EAV";"LE 10e EST À VOUS ! AVEC ALEXANDRA CORDEBARD ET EMMANUEL GRÉGOIRE L'UNION DE LA GAUCHE ET DES ECOLOGISTES";"476";"27,77%";"45,03%";"";"15";"3";"BEAUVALET";"Marion";"F";"LFI";"NPP 10";"LE NOUVEAU PARIS POPULAIRE 10e";"204";"11,90%";"19,30%";"";"1";"4";"SERINO";"Valentine";"F";"LUD";"10CP";"Changer Paris 10 avec Valentine Serino et Rachida Dati";"212";"12,37%";"20,06%";"";"2";"5";"FORT";"Bertil";"M";"LDVC";"TI BF 10";"Tous InDIXpensables, avec Bertil Fort";"165";"9,63%";"15,61%";"";"1"
"75";"Paris";"75056SR11";"Paris 11eme secteur";"1101";"1926";"1233";"64,02%";"693";"35,98%";"1223";"63,50%";"99,19%";"5";"0,26%";"0,41%";"5";"0,26%";"0,41%";"1";"BELLIARD";"David";"M";"LUG";"L11EAV";"Le 11e est à vous ! avec David Belliard et Emmanuel Grégoire L'union de la gauche et des écologistes";"717";"37,23%";"58,63%";"";"26";"3";"NOURI";"Sabrina";"F";"LFI";"NPP 11e";"LE NOUVEAU PARIS POPULAIRE 11e";"163";"8,46%";"13,33%";"";"2";"4";"GARNIER";"Nelly";"F";"LUD";"CP 11";"CHANGER PARIS 11 AVEC NELLY GARNIER ET RACHIDA DATI";"263";"13,66%";"21,50%";"";"4";"6";"GOATER";"Delphine";"F";"LUC";"Paris 11 apaisé";"PARIS 11 APAISE AVEC DELPHINE GOATER";"80";"4,15%";"6,54%";"";"1"
"75";"Paris";"75056SR11";"Paris 11eme secteur";"1102";"1677";"1111";"66,25%";"566";"33,75%";"1098";"65,47%";"98,83%";"5";"0,30%";"0,45%";"8";"0,48%";"0,72%";"1";"BELLIARD";"David";"M";"LUG";"L11EAV";"Le 11e est à vous ! avec David Belliard et Emmanuel Grégoire L'union de la gauche et des écologistes";"611";"36,43%";"55,65%";"";"26";"3";"NOURI";"Sabrina";"F";"LFI";"NPP 11e";"LE NOUVEAU PARIS POPULAIRE 11e";"111";"6,62%";"10,11%";"";"2";"4";"GARNIER";"Nelly";"F";"LUD";"CP 11";"CHANGER PARIS 11 AVEC NELLY GARNIER ET RACHIDA DATI";"274";"16,34%";"24,95%";"";"4";"6";"GOATER";"Delphine";"F";"LUC";"Paris 11 apaisé";"PARIS 11 APAISE AVEC DELPHINE GOATER";"102";"6,08%";"9,29%";"";"1"
"75";"Paris";"75056SR11";"Paris 11eme secteur";"1103";"1663";"1015";"61,03%";"648";"38,97%";"999";"60,07%";"98,42%";"11";"0,66%";"1,08%";"5";"0,30%";"0,49%";"1";"BELLIARD";"David";"M";"LUG";"L11EAV";"Le 11e est à vous ! avec David Belliard et Emmanuel Grégoire L'union de la gauche et des écologistes";"568";"34,16%";"56,86%";"";"26";"3";"NOURI";"Sabrina";"F";"LFI";"NPP 11e";"LE NOUVEAU PARIS POPULAIRE 11e";"171";"10,28%";"17,12%";"";"2";"4";"GARNIER";"Nelly";"F";"LUD";"CP 11";"CHANGER PARIS 11 AVEC NELLY GARNIER ET RACHIDA DATI";"198";"11,91%";"19,82%";"";"4";"6";"GOATER";"Delphine";"F";"LUC";"Paris 11 apaisé";"PARIS 11 APAISE AVEC DELPHINE GOATER";"62";"3,73%";"6,21%";"";"1"
"75";"Paris";"75056SR11";"Paris 11eme secteur";"1104";"1747";"1192";"68,23%";"555";"31,77%";"1169";"66,91%";"98,07%";"12";"0,69%";"1,01%";"11";"0,63%";"0,92%";"1";"BELLIARD";"David";"M";"LUG";"L11EAV";"Le 11e est à vous ! avec David Belliard et Emmanuel Grégoire L'union de la gauche et des écologistes";"618";"35,37%";"52,87%";"";"26";"3";"NOURI";"Sabrina";"F";"LFI";"NPP 11e";"LE NOUVEAU PARIS POPULAIRE 11e";"157";"8,99%";"13,43%";"";"2";"4";"GARNIER";"Nelly";"F";"LUD";"CP 11";"CHANGER PARIS 11 AVEC NELLY GARNIER ET RACHIDA DATI";"295";"16,89%";"25,24%";"";"4";"6";"GOATER";"Delphine";"F";"LUC";"Paris 11 apaisé";"PARIS 11 APAISE AVEC DELPHINE GOATER";"99";"5,67%";"8,47%";"";"1"
"75";"Paris";"75056SR11";"Paris 11eme secteur";"1105";"1843";"1227";"66,58%";"616";"33,42%";"1220";"66,20%";"99,43%";"4";"0,22%";"0,33%";"3";"0,16%";"0,24%";"1";"BELLIARD";"David";"M";"LUG";"L11EAV";"Le 11e est à vous ! avec David Belliard et Emmanuel Grégoire L'union de la gauche et des écologistes";"687";"37,28%";"56,31%";"";"26";"3";"NOURI";"Sabrina";"F";"LFI";"NPP 11e";"LE NOUVEAU PARIS POPULAIRE 11e";"174";"9,44%";"14,26%";"";"2";"4";"GARNIER";"Nelly";"F";"LUD";"CP 11";"CHANGER PARIS 11 AVEC NELLY GARNIER ET RACHIDA DATI";"270";"14,65%";"22,13%";"";"4";"6";"GOATER";"Delphine";"F";"LUC";"Paris 11 apaisé";"PARIS 11 APAISE AVEC DELPHINE GOATER";"89";"4,83%";"7,30%";"";"1"
"75";"Paris";"75056SR11";"Paris 11eme secteur";"1106";"1791";"1178";"65,77%";"613";"34,23%";"1164";"64,99%";"98,81%";"10";"0,56%";"0,85%";"4";"0,22%";"0,34%";"1";"BELLIARD";"David";"M";"LUG";"L11EAV";"Le 11e est à vous ! avec David Belliard et Emmanuel Grégoire L'union de la gauche et des écologistes";"643";"35,90%";"55,24%";"";"26";"3";"NOURI";"Sabrina";"F";"LFI";"NPP 11e";"LE NOUVEAU PARIS POPULAIRE 11e";"165";"9,21%";"14,18%";"";"2";"4";"GARNIER";"Nelly";"F";"LUD";"CP 11";"CHANGER PARIS 11 AVEC NELLY GARNIER ET RACHIDA DATI";"278";"15,52%";"23,88%";"";"4";"6";"GOATER";"Delphine";"F";"LUC";"Paris 11 apaisé";"PARIS 11 APAISE AVEC DELPHINE GOATER";"78";"4,36%";"6,70%";"";"1"
"75";"Paris";"75056SR11";"Paris 11eme secteur";"1107";"1628";"1059";"65,05%";"569";"34,95%";"1044";"64,13%";"98,58%";"4";"0,25%";"0,38%";"11";"0,68%";"1,04%";"1";"BELLIARD";"David";"M";"LUG";"L11EAV";"Le 11e est à vous ! avec David Belliard et Emmanuel Grégoire L'union de la gauche et des écologistes";"593";"36,43%";"56,80%";"";"26";"3";"NOURI";"Sabrina";"F";"LFI";"NPP 11e";"LE NOUVEAU PARIS POPULAIRE 11e";"112";"6,88%";"10,73%";"";"2";"4";"GARNIER";"Nelly";"F";"LUD";"CP 11";"CHANGER PARIS 11 AVEC NELLY GARNIER ET RACHIDA DATI";"237";"14,56%";"22,70%";"";"4";"6";"GOATER";"Delphine";"F";"LUC";"Paris 11 apaisé";"PARIS 11 APAISE AVEC DELPHINE GOATER";"102";"6,27%";"9,77%";"";"1"
"75";"Paris";"75056SR11";"Paris 11eme secteur";"1108";"1637";"1077";"65,79%";"560";"34,21%";"1069";"65,30%";"99,26%";"3";"0,18%";"0,28%";"5";"0,31%";"0,46%";"1";"BELLIARD";"David";"M";"LUG";"L11EAV";"Le 11e est à vous ! avec David Belliard et Emmanuel Grégoire L'union de la gauche et des écologistes";"626";"38,24%";"58,56%";"";"26";"3";"NOURI";"Sabrina";"F";"LFI";"NPP 11e";"LE NOUVEAU PARIS POPULAIRE 11e";"165";"10,08%";"15,43%";"";"2";"4";"GARNIER";"Nelly";"F";"LUD";"CP 11";"CHANGER PARIS 11 AVEC NELLY GARNIER ET RACHIDA DATI";"210";"12,83%";"19,64%";"";"4";"6";"GOATER";"Delphine";"F";"LUC";"Paris 11 apaisé";"PARIS 11 APAISE AVEC DELPHINE GOATER";"68";"4,15%";"6,36%";"";"1"
"75";"Paris";"75056SR11";"Paris 11eme secteur";"1109";"1777";"1191";"67,02%";"586";"32,98%";"1177";"66,24%";"98,82%";"9";"0,51%";"0,76%";"5";"0,28%";"0,42%";"1";"BELLIARD";"David";"M";"LUG";"L11EAV";"Le 11e est à vous ! avec David Belliard et Emmanuel Grégoire L'union de la gauche et des écologistes";"699";"39,34%";"59,39%";"";"26";"3";"NOURI";"Sabrina";"F";"LFI";"NPP 11e";"LE NOUVEAU PARIS POPULAIRE 11e";"156";"8,78%";"13,25%";"";"2";"4";"GARNIER";"Nelly";"F";"LUD";"CP 11";"CHANGER PARIS 11 AVEC NELLY GARNIER ET RACHIDA DATI";"220";"12,38%";"18,69%";"";"4";"6";"GOATER";"Delphine";"F";"LUC";"Paris 11 apaisé";"PARIS 11 APAISE AVEC DELPHINE GOATER";"102";"5,74%";"8,67%";"";"1"
"75";"Paris";"75056SR11";"Paris 11eme secteur";"1110";"1713";"1096";"63,98%";"617";"36,02%";"1066";"62,23%";"97,26%";"17";"0,99%";"1,55%";"13";"0,76%";"1,19%";"1";"BELLIARD";"David";"M";"LUG";"L11EAV";"Le 11e est à vous ! avec David Belliard et Emmanuel Grégoire L'union de la gauche et des écologistes";"546";"31,87%";"51,22%";"";"26";"3";"NOURI";"Sabrina";"F";"LFI";"NPP 11e";"LE NOUVEAU PARIS POPULAIRE 11e";"171";"9,98%";"16,04%";"";"2";"4";"GARNIER";"Nelly";"F";"LUD";"CP 11";"CHANGER PARIS 11 AVEC NELLY GARNIER ET RACHIDA DATI";"252";"14,71%";"23,64%";"";"4";"6";"GOATER";"Delphine";"F";"LUC";"Paris 11 apaisé";"PARIS 11 APAISE AVEC DELPHINE GOATER";"97";"5,66%";"9,10%";"";"1"
"75";"Paris";"75056SR11";"Paris 11eme secteur";"1111";"2010";"1298";"64,58%";"712";"35,42%";"1275";"63,43%";"98,23%";"11";"0,55%";"0,85%";"12";"0,60%";"0,92%";"1";"BELLIARD";"David";"M";"LUG";"L11EAV";"Le 11e est à vous ! avec David Belliard et Emmanuel Grégoire L'union de la gauche et des écologistes";"756";"37,61%";"59,29%";"";"26";"3";"NOURI";"Sabrina";"F";"LFI";"NPP 11e";"LE NOUVEAU PARIS POPULAIRE 11e";"176";"8,76%";"13,80%";"";"2";"4";"GARNIER";"Nelly";"F";"LUD";"CP 11";"CHANGER PARIS 11 AVEC NELLY GARNIER ET RACHIDA DATI";"248";"12,34%";"19,45%";"";"4";"6";"GOATER";"Delphine";"F";"LUC";"Paris 11 apaisé";"PARIS 11 APAISE AVEC DELPHINE GOATER";"95";"4,73%";"7,45%";"";"1"
"75";"Paris";"75056SR11";"Paris 11eme secteur";"1112";"1723";"1145";"66,45%";"578";"33,55%";"1130";"65,58%";"98,69%";"7";"0,41%";"0,61%";"8";"0,46%";"0,70%";"1";"BELLIARD";"David";"M";"LUG";"L11EAV";"Le 11e est à vous ! avec David Belliard et Emmanuel Grégoire L'union de la gauche et des écologistes";"610";"35,40%";"53,98%";"";"26";"3";"NOURI";"Sabrina";"F";"LFI";"NPP 11e";"LE NOUVEAU PARIS POPULAIRE 11e";"182";"10,56%";"16,11%";"";"2";"4";"GARNIER";"Nelly";"F";"LUD";"CP 11";"CHANGER PARIS 11 AVEC NELLY GARNIER ET RACHIDA DATI";"255";"14,80%";"22,57%";"";"4";"6";"GOATER";"Delphine";"F";"LUC";"Paris 11 apaisé";"PARIS 11 APAISE AVEC DELPHINE GOATER";"83";"4,82%";"7,35%";"";"1"
"75";"Paris";"75056SR11";"Paris 11eme secteur";"1113";"1844";"1185";"64,26%";"659";"35,74%";"1173";"63,61%";"98,99%";"6";"0,33%";"0,51%";"6";"0,33%";"0,51%";"1";"BELLIARD";"David";"M";"LUG";"L11EAV";"Le 11e est à vous ! avec David Belliard et Emmanuel Grégoire L'union de la gauche et des écologistes";"666";"36,12%";"56,78%";"";"26";"3";"NOURI";"Sabrina";"F";"LFI";"NPP 11e";"LE NOUVEAU PARIS POPULAIRE 11e";"168";"9,11%";"14,32%";"";"2";"4";"GARNIER";"Nelly";"F";"LUD";"CP 11";"CHANGER PARIS 11 AVEC NELLY GARNIER ET RACHIDA DATI";"222";"12,04%";"18,93%";"";"4";"6";"GOATER";"Delphine";"F";"LUC";"Paris 11 apaisé";"PARIS 11 APAISE AVEC DELPHINE GOATER";"117";"6,34%";"9,97%";"";"1"
"75";"Paris";"75056SR11";"Paris 11eme secteur";"1114";"1922";"1261";"65,61%";"661";"34,39%";"1224";"63,68%";"97,07%";"18";"0,94%";"1,43%";"19";"0,99%";"1,51%";"1";"BELLIARD";"David";"M";"LUG";"L11EAV";"Le 11e est à vous ! avec David Belliard et Emmanuel Grégoire L'union de la gauche et des écologistes";"655";"34,08%";"53,51%";"";"26";"3";"NOURI";"Sabrina";"F";"LFI";"NPP 11e";"LE NOUVEAU PARIS POPULAIRE 11e";"192";"9,99%";"15,69%";"";"2";"4";"GARNIER";"Nelly";"F";"LUD";"CP 11";"CHANGER PARIS 11 AVEC NELLY GARNIER ET RACHIDA DATI";"268";"13,94%";"21,90%";"";"4";"6";"GOATER";"Delphine";"F";"LUC";"Paris 11 apaisé";"PARIS 11 APAISE AVEC DELPHINE GOATER";"109";"5,67%";"8,91%";"";"1"
"75";"Paris";"75056SR11";"Paris 11eme secteur";"1115";"1778";"1234";"69,40%";"544";"30,60%";"1216";"68,39%";"98,54%";"10";"0,56%";"0,81%";"8";"0,45%";"0,65%";"1";"BELLIARD";"David";"M";"LUG";"L11EAV";"Le 11e est à vous ! avec David Belliard et Emmanuel Grégoire L'union de la gauche et des écologistes";"637";"35,83%";"52,38%";"";"26";"3";"NOURI";"Sabrina";"F";"LFI";"NPP 11e";"LE NOUVEAU PARIS POPULAIRE 11e";"99";"5,57%";"8,14%";"";"2";"4";"GARNIER";"Nelly";"F";"LUD";"CP 11";"CHANGER PARIS 11 AVEC NELLY GARNIER ET RACHIDA DATI";"341";"19,18%";"28,04%";"";"4";"6";"GOATER";"Delphine";"F";"LUC";"Paris 11 apaisé";"PARIS 11 APAISE AVEC DELPHINE GOATER";"139";"7,82%";"11,43%";"";"1"
