"Code département";"Libellé département";"Code secteur";"Libellé secteur";"Code BV";"Inscrits";"Votants";"% Votants";"Abstentions";"% Abstentions";"Exprimés";"% Exprimés/inscrits";"% Exprimés/votants";"Blancs";"% Blancs/inscrits";"% Blancs/votants";"Nuls";"% Nuls/inscrits";"% Nuls/votants";"Numéro de panneau 1";"Nom candidat 1";"Prénom candidat 1";"Sexe candidat 1";"Nuance liste 1";"Libellé abrégé de liste 1";"Libellé de liste 1";"Voix 1";"% Voix/inscrits 1";"% Voix/exprimés 1";"Elu 1";"Sièges 1";"Numéro de panneau 2";"Nom candidat 2";"Prénom candidat 2";"Sexe candidat 2";"Nuance liste 2";"Libellé abrégé de liste 2";"Libellé de liste 2";"Voix 2";"% Voix/inscrits 2";"% Voix/exprimés 2";"Elu 2";"Sièges 2";"Numéro de panneau 3";"Nom candidat 3";"Prénom candidat 3";"Sexe candidat 3";"Nuance liste 3";"Libellé abrégé de liste 3";"Libellé de liste 3";"Voix 3";"% Voix/inscrits 3";"% Voix/exprimés 3";"Elu 3";"Sièges 3";"Numéro de panneau 4";"Nom candidat 4";"Prénom candidat 4";"Sexe candidat 4";"Nuance liste 4";"Libellé abrégé de liste 4";"Libellé de liste 4";"Voix 4";"% Voix/inscrits 4";"% Voix/exprimés 4";"Elu 4";"Sièges 4"
"13";"Bouches-du-Rhône";"13055SR07";"Marseille Secteur 7";"1345";"676";"277";"40,98%";"399";"59,02%";"271";"40,09%";"97,83%";"5";"0,74%";"1,81%";"1";"0,15%";"0,36%";"2";"BAREILLE";"Marion";"F";"LDVD";"MARSEILLE JE T'AIME13 ET 14";"MARSEILLE JE T'AIME 13 ET 14 AVEC MARION BAREILLE";"20";"2,96%";"7,38%";"";"1";"5";"D'ANGIO";"Sandrine";"F";"LRN";"MARSEILLE EN ORDRE";"MARSEILLE EN ORDRE 13EME & 14EME";"109";"16,12%";"40,22%";"";"11";"6";"BIARD SANSONETTI";"Tina";"F";"LUG";"POUR MARSEILLE, 13E ET 14E";"POUR MARSEILLE, 13E ET 14E ARRONDISSEMENTS, LA GAUCHE, LES ECOLOGISTES ET LES CITOYENS RASSEMBLÉS";"142";"21,01%";"52,40%";"";"41";"";"";"";"";"";"";"";"";"";"";"";""
"13";"Bouches-du-Rhône";"13055SR07";"Marseille Secteur 7";"1346";"999";"349";"34,93%";"650";"65,07%";"342";"34,23%";"97,99%";"6";"0,60%";"1,72%";"1";"0,10%";"0,29%";"2";"BAREILLE";"Marion";"F";"LDVD";"MARSEILLE JE T'AIME13 ET 14";"MARSEILLE JE T'AIME 13 ET 14 AVEC MARION BAREILLE";"27";"2,70%";"7,89%";"";"1";"5";"D'ANGIO";"Sandrine";"F";"LRN";"MARSEILLE EN ORDRE";"MARSEILLE EN ORDRE 13EME & 14EME";"114";"11,41%";"33,33%";"";"11";"6";"BIARD SANSONETTI";"Tina";"F";"LUG";"POUR MARSEILLE, 13E ET 14E";"POUR MARSEILLE, 13E ET 14E ARRONDISSEMENTS, LA GAUCHE, LES ECOLOGISTES ET LES CITOYENS RASSEMBLÉS";"201";"20,12%";"58,77%";"";"41";"";"";"";"";"";"";"";"";"";"";"";""
"13";"Bouches-du-Rhône";"13055SR07";"Marseille Secteur 7";"1347";"1167";"536";"45,93%";"631";"54,07%";"520";"44,56%";"97,01%";"7";"0,60%";"1,31%";"9";"0,77%";"1,68%";"2";"BAREILLE";"Marion";"F";"LDVD";"MARSEILLE JE T'AIME13 ET 14";"MARSEILLE JE T'AIME 13 ET 14 AVEC MARION BAREILLE";"26";"2,23%";"5,00%";"";"1";"5";"D'ANGIO";"Sandrine";"F";"LRN";"MARSEILLE EN ORDRE";"MARSEILLE EN ORDRE 13EME & 14EME";"270";"23,14%";"51,92%";"";"11";"6";"BIARD SANSONETTI";"Tina";"F";"LUG";"POUR MARSEILLE, 13E ET 14E";"POUR MARSEILLE, 13E ET 14E ARRONDISSEMENTS, LA GAUCHE, LES ECOLOGISTES ET LES CITOYENS RASSEMBLÉS";"224";"19,19%";"43,08%";"";"41";"";"";"";"";"";"";"";"";"";"";"";""
"13";"Bouches-du-Rhône";"13055SR07";"Marseille Secteur 7";"1348";"825";"482";"58,42%";"343";"41,58%";"470";"56,97%";"97,51%";"7";"0,85%";"1,45%";"5";"0,61%";"1,04%";"2";"BAREILLE";"Marion";"F";"LDVD";"MARSEILLE JE T'AIME13 ET 14";"MARSEILLE JE T'AIME 13 ET 14 AVEC MARION BAREILLE";"23";"2,79%";"4,89%";"";"1";"5";"D'ANGIO";"Sandrine";"F";"LRN";"MARSEILLE EN ORDRE";"MARSEILLE EN ORDRE 13EME & 14EME";"277";"33,58%";"58,94%";"";"11";"6";"BIARD SANSONETTI";"Tina";"F";"LUG";"POUR MARSEILLE, 13E ET 14E";"POUR MARSEILLE, 13E ET 14E ARRONDISSEMENTS, LA GAUCHE, LES ECOLOGISTES ET LES CITOYENS RASSEMBLÉS";"170";"20,61%";"36,17%";"";"41";"";"";"";"";"";"";"";"";"";"";"";""
"13";"Bouches-du-Rhône";"13055SR07";"Marseille Secteur 7";"1349";"1638";"972";"59,34%";"666";"40,66%";"946";"57,75%";"97,33%";"10";"0,61%";"1,03%";"16";"0,98%";"1,65%";"2";"BAREILLE";"Marion";"F";"LDVD";"MARSEILLE JE T'AIME13 ET 14";"MARSEILLE JE T'AIME 13 ET 14 AVEC MARION BAREILLE";"80";"4,88%";"8,46%";"";"1";"5";"D'ANGIO";"Sandrine";"F";"LRN";"MARSEILLE EN ORDRE";"MARSEILLE EN ORDRE 13EME & 14EME";"568";"34,68%";"60,04%";"";"11";"6";"BIARD SANSONETTI";"Tina";"F";"LUG";"POUR MARSEILLE, 13E ET 14E";"POUR MARSEILLE, 13E ET 14E ARRONDISSEMENTS, LA GAUCHE, LES ECOLOGISTES ET LES CITOYENS RASSEMBLÉS";"298";"18,19%";"31,50%";"";"41";"";"";"";"";"";"";"";"";"";"";"";""
"13";"Bouches-du-Rhône";"13055SR07";"Marseille Secteur 7";"1350";"1486";"802";"53,97%";"684";"46,03%";"794";"53,43%";"99,00%";"5";"0,34%";"0,62%";"3";"0,20%";"0,37%";"2";"BAREILLE";"Marion";"F";"LDVD";"MARSEILLE JE T'AIME13 ET 14";"MARSEILLE JE T'AIME 13 ET 14 AVEC MARION BAREILLE";"63";"4,24%";"7,93%";"";"1";"5";"D'ANGIO";"Sandrine";"F";"LRN";"MARSEILLE EN ORDRE";"MARSEILLE EN ORDRE 13EME & 14EME";"400";"26,92%";"50,38%";"";"11";"6";"BIARD SANSONETTI";"Tina";"F";"LUG";"POUR MARSEILLE, 13E ET 14E";"POUR MARSEILLE, 13E ET 14E ARRONDISSEMENTS, LA GAUCHE, LES ECOLOGISTES ET LES CITOYENS RASSEMBLÉS";"331";"22,27%";"41,69%";"";"41";"";"";"";"";"";"";"";"";"";"";"";""
"13";"Bouches-du-Rhône";"13055SR07";"Marseille Secteur 7";"1351";"1454";"716";"49,24%";"738";"50,76%";"700";"48,14%";"97,77%";"6";"0,41%";"0,84%";"10";"0,69%";"1,40%";"2";"BAREILLE";"Marion";"F";"LDVD";"MARSEILLE JE T'AIME13 ET 14";"MARSEILLE JE T'AIME 13 ET 14 AVEC MARION BAREILLE";"40";"2,75%";"5,71%";"";"1";"5";"D'ANGIO";"Sandrine";"F";"LRN";"MARSEILLE EN ORDRE";"MARSEILLE EN ORDRE 13EME & 14EME";"287";"19,74%";"41,00%";"";"11";"6";"BIARD SANSONETTI";"Tina";"F";"LUG";"POUR MARSEILLE, 13E ET 14E";"POUR MARSEILLE, 13E ET 14E ARRONDISSEMENTS, LA GAUCHE, LES ECOLOGISTES ET LES CITOYENS RASSEMBLÉS";"373";"25,65%";"53,29%";"";"41";"";"";"";"";"";"";"";"";"";"";"";""
"13";"Bouches-du-Rhône";"13055SR07";"Marseille Secteur 7";"1360";"855";"431";"50,41%";"424";"49,59%";"422";"49,36%";"97,91%";"1";"0,12%";"0,23%";"8";"0,94%";"1,86%";"2";"BAREILLE";"Marion";"F";"LDVD";"MARSEILLE JE T'AIME13 ET 14";"MARSEILLE JE T'AIME 13 ET 14 AVEC MARION BAREILLE";"22";"2,57%";"5,21%";"";"1";"5";"D'ANGIO";"Sandrine";"F";"LRN";"MARSEILLE EN ORDRE";"MARSEILLE EN ORDRE 13EME & 14EME";"200";"23,39%";"47,39%";"";"11";"6";"BIARD SANSONETTI";"Tina";"F";"LUG";"POUR MARSEILLE, 13E ET 14E";"POUR MARSEILLE, 13E ET 14E ARRONDISSEMENTS, LA GAUCHE, LES ECOLOGISTES ET LES CITOYENS RASSEMBLÉS";"200";"23,39%";"47,39%";"";"41";"";"";"";"";"";"";"";"";"";"";"";""
"13";"Bouches-du-Rhône";"13055SR07";"Marseille Secteur 7";"1361";"1021";"548";"53,67%";"473";"46,33%";"539";"52,79%";"98,36%";"3";"0,29%";"0,55%";"6";"0,59%";"1,09%";"2";"BAREILLE";"Marion";"F";"LDVD";"MARSEILLE JE T'AIME13 ET 14";"MARSEILLE JE T'AIME 13 ET 14 AVEC MARION BAREILLE";"45";"4,41%";"8,35%";"";"1";"5";"D'ANGIO";"Sandrine";"F";"LRN";"MARSEILLE EN ORDRE";"MARSEILLE EN ORDRE 13EME & 14EME";"308";"30,17%";"57,14%";"";"11";"6";"BIARD SANSONETTI";"Tina";"F";"LUG";"POUR MARSEILLE, 13E ET 14E";"POUR MARSEILLE, 13E ET 14E ARRONDISSEMENTS, LA GAUCHE, LES ECOLOGISTES ET LES CITOYENS RASSEMBLÉS";"186";"18,22%";"34,51%";"";"41";"";"";"";"";"";"";"";"";"";"";"";""
"13";"Bouches-du-Rhône";"13055SR07";"Marseille Secteur 7";"1362";"858";"511";"59,56%";"347";"40,44%";"498";"58,04%";"97,46%";"8";"0,93%";"1,57%";"5";"0,58%";"0,98%";"2";"BAREILLE";"Marion";"F";"LDVD";"MARSEILLE JE T'AIME13 ET 14";"MARSEILLE JE T'AIME 13 ET 14 AVEC MARION BAREILLE";"35";"4,08%";"7,03%";"";"1";"5";"D'ANGIO";"Sandrine";"F";"LRN";"MARSEILLE EN ORDRE";"MARSEILLE EN ORDRE 13EME & 14EME";"350";"40,79%";"70,28%";"";"11";"6";"BIARD SANSONETTI";"Tina";"F";"LUG";"POUR MARSEILLE, 13E ET 14E";"POUR MARSEILLE, 13E ET 14E ARRONDISSEMENTS, LA GAUCHE, LES ECOLOGISTES ET LES CITOYENS RASSEMBLÉS";"113";"13,17%";"22,69%";"";"41";"";"";"";"";"";"";"";"";"";"";"";""
"13";"Bouches-du-Rhône";"13055SR07";"Marseille Secteur 7";"1363";"1056";"622";"58,90%";"434";"41,10%";"612";"57,95%";"98,39%";"8";"0,76%";"1,29%";"2";"0,19%";"0,32%";"2";"BAREILLE";"Marion";"F";"LDVD";"MARSEILLE JE T'AIME13 ET 14";"MARSEILLE JE T'AIME 13 ET 14 AVEC MARION BAREILLE";"48";"4,55%";"7,84%";"";"1";"5";"D'ANGIO";"Sandrine";"F";"LRN";"MARSEILLE EN ORDRE";"MARSEILLE EN ORDRE 13EME & 14EME";"382";"36,17%";"62,42%";"";"11";"6";"BIARD SANSONETTI";"Tina";"F";"LUG";"POUR MARSEILLE, 13E ET 14E";"POUR MARSEILLE, 13E ET 14E ARRONDISSEMENTS, LA GAUCHE, LES ECOLOGISTES ET LES CITOYENS RASSEMBLÉS";"182";"17,23%";"29,74%";"";"41";"";"";"";"";"";"";"";"";"";"";"";""
"13";"Bouches-du-Rhône";"13055SR07";"Marseille Secteur 7";"1364";"899";"576";"64,07%";"323";"35,93%";"561";"62,40%";"97,40%";"5";"0,56%";"0,87%";"10";"1,11%";"1,74%";"2";"BAREILLE";"Marion";"F";"LDVD";"MARSEILLE JE T'AIME13 ET 14";"MARSEILLE JE T'AIME 13 ET 14 AVEC MARION BAREILLE";"42";"4,67%";"7,49%";"";"1";"5";"D'ANGIO";"Sandrine";"F";"LRN";"MARSEILLE EN ORDRE";"MARSEILLE EN ORDRE 13EME & 14EME";"313";"34,82%";"55,79%";"";"11";"6";"BIARD SANSONETTI";"Tina";"F";"LUG";"POUR MARSEILLE, 13E ET 14E";"POUR MARSEILLE, 13E ET 14E ARRONDISSEMENTS, LA GAUCHE, LES ECOLOGISTES ET LES CITOYENS RASSEMBLÉS";"206";"22,91%";"36,72%";"";"41";"";"";"";"";"";"";"";"";"";"";"";""
"13";"Bouches-du-Rhône";"13055SR07";"Marseille Secteur 7";"1365";"1596";"786";"49,25%";"810";"50,75%";"776";"48,62%";"98,73%";"9";"0,56%";"1,15%";"1";"0,06%";"0,13%";"2";"BAREILLE";"Marion";"F";"LDVD";"MARSEILLE JE T'AIME13 ET 14";"MARSEILLE JE T'AIME 13 ET 14 AVEC MARION BAREILLE";"51";"3,20%";"6,57%";"";"1";"5";"D'ANGIO";"Sandrine";"F";"LRN";"MARSEILLE EN ORDRE";"MARSEILLE EN ORDRE 13EME & 14EME";"344";"21,55%";"44,33%";"";"11";"6";"BIARD SANSONETTI";"Tina";"F";"LUG";"POUR MARSEILLE, 13E ET 14E";"POUR MARSEILLE, 13E ET 14E ARRONDISSEMENTS, LA GAUCHE, LES ECOLOGISTES ET LES CITOYENS RASSEMBLÉS";"381";"23,87%";"49,10%";"";"41";"";"";"";"";"";"";"";"";"";"";"";""
"13";"Bouches-du-Rhône";"13055SR07";"Marseille Secteur 7";"1366";"1067";"437";"40,96%";"630";"59,04%";"424";"39,74%";"97,03%";"7";"0,66%";"1,60%";"6";"0,56%";"1,37%";"2";"BAREILLE";"Marion";"F";"LDVD";"MARSEILLE JE T'AIME13 ET 14";"MARSEILLE JE T'AIME 13 ET 14 AVEC MARION BAREILLE";"22";"2,06%";"5,19%";"";"1";"5";"D'ANGIO";"Sandrine";"F";"LRN";"MARSEILLE EN ORDRE";"MARSEILLE EN ORDRE 13EME & 14EME";"156";"14,62%";"36,79%";"";"11";"6";"BIARD SANSONETTI";"Tina";"F";"LUG";"POUR MARSEILLE, 13E ET 14E";"POUR MARSEILLE, 13E ET 14E ARRONDISSEMENTS, LA GAUCHE, LES ECOLOGISTES ET LES CITOYENS RASSEMBLÉS";"246";"23,06%";"58,02%";"";"41";"";"";"";"";"";"";"";"";"";"";"";""
"13";"Bouches-du-Rhône";"13055SR07";"Marseille Secteur 7";"1367";"1680";"1055";"62,80%";"625";"37,20%";"1041";"61,96%";"98,67%";"10";"0,60%";"0,95%";"4";"0,24%";"0,38%";"2";"BAREILLE";"Marion";"F";"LDVD";"MARSEILLE JE T'AIME13 ET 14";"MARSEILLE JE T'AIME 13 ET 14 AVEC MARION BAREILLE";"79";"4,70%";"7,59%";"";"1";"5";"D'ANGIO";"Sandrine";"F";"LRN";"MARSEILLE EN ORDRE";"MARSEILLE EN ORDRE 13EME & 14EME";"643";"38,27%";"61,77%";"";"11";"6";"BIARD SANSONETTI";"Tina";"F";"LUG";"POUR MARSEILLE, 13E ET 14E";"POUR MARSEILLE, 13E ET 14E ARRONDISSEMENTS, LA GAUCHE, LES ECOLOGISTES ET LES CITOYENS RASSEMBLÉS";"319";"18,99%";"30,64%";"";"41";"";"";"";"";"";"";"";"";"";"";"";""
"13";"Bouches-du-Rhône";"13055SR07";"Marseille Secteur 7";"1368";"1416";"730";"51,55%";"686";"48,45%";"721";"50,92%";"98,77%";"5";"0,35%";"0,68%";"4";"0,28%";"0,55%";"2";"BAREILLE";"Marion";"F";"LDVD";"MARSEILLE JE T'AIME13 ET 14";"MARSEILLE JE T'AIME 13 ET 14 AVEC MARION BAREILLE";"50";"3,53%";"6,93%";"";"1";"5";"D'ANGIO";"Sandrine";"F";"LRN";"MARSEILLE EN ORDRE";"MARSEILLE EN ORDRE 13EME & 14EME";"404";"28,53%";"56,03%";"";"11";"6";"BIARD SANSONETTI";"Tina";"F";"LUG";"POUR MARSEILLE, 13E ET 14E";"POUR MARSEILLE, 13E ET 14E ARRONDISSEMENTS, LA GAUCHE, LES ECOLOGISTES ET LES CITOYENS RASSEMBLÉS";"267";"18,86%";"37,03%";"";"41";"";"";"";"";"";"";"";"";"";"";"";""
"13";"Bouches-du-Rhône";"13055SR07";"Marseille Secteur 7";"1369";"1103";"678";"61,47%";"425";"38,53%";"666";"60,38%";"98,23%";"9";"0,82%";"1,33%";"3";"0,27%";"0,44%";"2";"BAREILLE";"Marion";"F";"LDVD";"MARSEILLE JE T'AIME13 ET 14";"MARSEILLE JE T'AIME 13 ET 14 AVEC MARION BAREILLE";"63";"5,71%";"9,46%";"";"1";"5";"D'ANGIO";"Sandrine";"F";"LRN";"MARSEILLE EN ORDRE";"MARSEILLE EN ORDRE 13EME & 14EME";"397";"35,99%";"59,61%";"";"11";"6";"BIARD SANSONETTI";"Tina";"F";"LUG";"POUR MARSEILLE, 13E ET 14E";"POUR MARSEILLE, 13E ET 14E ARRONDISSEMENTS, LA GAUCHE, LES ECOLOGISTES ET LES CITOYENS RASSEMBLÉS";"206";"18,68%";"30,93%";"";"41";"";"";"";"";"";"";"";"";"";"";"";""
"13";"Bouches-du-Rhône";"13055SR07";"Marseille Secteur 7";"1370";"1633";"1032";"63,20%";"601";"36,80%";"1006";"61,60%";"97,48%";"18";"1,10%";"1,74%";"8";"0,49%";"0,78%";"2";"BAREILLE";"Marion";"F";"LDVD";"MARSEILLE JE T'AIME13 ET 14";"MARSEILLE JE T'AIME 13 ET 14 AVEC MARION BAREILLE";"67";"4,10%";"6,66%";"";"1";"5";"D'ANGIO";"Sandrine";"F";"LRN";"MARSEILLE EN ORDRE";"MARSEILLE EN ORDRE 13EME & 14EME";"660";"40,42%";"65,61%";"";"11";"6";"BIARD SANSONETTI";"Tina";"F";"LUG";"POUR MARSEILLE, 13E ET 14E";"POUR MARSEILLE, 13E ET 14E ARRONDISSEMENTS, LA GAUCHE, LES ECOLOGISTES ET LES CITOYENS RASSEMBLÉS";"279";"17,09%";"27,73%";"";"41";"";"";"";"";"";"";"";"";"";"";"";""
"13";"Bouches-du-Rhône";"13055SR07";"Marseille Secteur 7";"1371";"1562";"980";"62,74%";"582";"37,26%";"960";"61,46%";"97,96%";"8";"0,51%";"0,82%";"12";"0,77%";"1,22%";"2";"BAREILLE";"Marion";"F";"LDVD";"MARSEILLE JE T'AIME13 ET 14";"MARSEILLE JE T'AIME 13 ET 14 AVEC MARION BAREILLE";"90";"5,76%";"9,38%";"";"1";"5";"D'ANGIO";"Sandrine";"F";"LRN";"MARSEILLE EN ORDRE";"MARSEILLE EN ORDRE 13EME & 14EME";"555";"35,53%";"57,81%";"";"11";"6";"BIARD SANSONETTI";"Tina";"F";"LUG";"POUR MARSEILLE, 13E ET 14E";"POUR MARSEILLE, 13E ET 14E ARRONDISSEMENTS, LA GAUCHE, LES ECOLOGISTES ET LES CITOYENS RASSEMBLÉS";"315";"20,17%";"32,81%";"";"41";"";"";"";"";"";"";"";"";"";"";"";""
"13";"Bouches-du-Rhône";"13055SR07";"Marseille Secteur 7";"1372";"1002";"697";"69,56%";"305";"30,44%";"689";"68,76%";"98,85%";"4";"0,40%";"0,57%";"4";"0,40%";"0,57%";"2";"BAREILLE";"Marion";"F";"LDVD";"MARSEILLE JE T'AIME13 ET 14";"MARSEILLE JE T'AIME 13 ET 14 AVEC MARION BAREILLE";"60";"5,99%";"8,71%";"";"1";"5";"D'ANGIO";"Sandrine";"F";"LRN";"MARSEILLE EN ORDRE";"MARSEILLE EN ORDRE 13EME & 14EME";"386";"38,52%";"56,02%";"";"11";"6";"BIARD SANSONETTI";"Tina";"F";"LUG";"POUR MARSEILLE, 13E ET 14E";"POUR MARSEILLE, 13E ET 14E ARRONDISSEMENTS, LA GAUCHE, LES ECOLOGISTES ET LES CITOYENS RASSEMBLÉS";"243";"24,25%";"35,27%";"";"41";"";"";"";"";"";"";"";"";"";"";"";""
"13";"Bouches-du-Rhône";"13055SR07";"Marseille Secteur 7";"1373";"1177";"770";"65,42%";"407";"34,58%";"757";"64,32%";"98,31%";"9";"0,76%";"1,17%";"4";"0,34%";"0,52%";"2";"BAREILLE";"Marion";"F";"LDVD";"MARSEILLE JE T'AIME13 ET 14";"MARSEILLE JE T'AIME 13 ET 14 AVEC MARION BAREILLE";"54";"4,59%";"7,13%";"";"1";"5";"D'ANGIO";"Sandrine";"F";"LRN";"MARSEILLE EN ORDRE";"MARSEILLE EN ORDRE 13EME & 14EME";"452";"38,40%";"59,71%";"";"11";"6";"BIARD SANSONETTI";"Tina";"F";"LUG";"POUR MARSEILLE, 13E ET 14E";"POUR MARSEILLE, 13E ET 14E ARRONDISSEMENTS, LA GAUCHE, LES ECOLOGISTES ET LES CITOYENS RASSEMBLÉS";"251";"21,33%";"33,16%";"";"41";"";"";"";"";"";"";"";"";"";"";"";""
"13";"Bouches-du-Rhône";"13055SR07";"Marseille Secteur 7";"1374";"1561";"986";"63,16%";"575";"36,84%";"970";"62,14%";"98,38%";"10";"0,64%";"1,01%";"6";"0,38%";"0,61%";"2";"BAREILLE";"Marion";"F";"LDVD";"MARSEILLE JE T'AIME13 ET 14";"MARSEILLE JE T'AIME 13 ET 14 AVEC MARION BAREILLE";"100";"6,41%";"10,31%";"";"1";"5";"D'ANGIO";"Sandrine";"F";"LRN";"MARSEILLE EN ORDRE";"MARSEILLE EN ORDRE 13EME & 14EME";"580";"37,16%";"59,79%";"";"11";"6";"BIARD SANSONETTI";"Tina";"F";"LUG";"POUR MARSEILLE, 13E ET 14E";"POUR MARSEILLE, 13E ET 14E ARRONDISSEMENTS, LA GAUCHE, LES ECOLOGISTES ET LES CITOYENS RASSEMBLÉS";"290";"18,58%";"29,90%";"";"41";"";"";"";"";"";"";"";"";"";"";"";""
"13";"Bouches-du-Rhône";"13055SR07";"Marseille Secteur 7";"1375";"1228";"742";"60,42%";"486";"39,58%";"731";"59,53%";"98,52%";"6";"0,49%";"0,81%";"5";"0,41%";"0,67%";"2";"BAREILLE";"Marion";"F";"LDVD";"MARSEILLE JE T'AIME13 ET 14";"MARSEILLE JE T'AIME 13 ET 14 AVEC MARION BAREILLE";"39";"3,18%";"5,34%";"";"1";"5";"D'ANGIO";"Sandrine";"F";"LRN";"MARSEILLE EN ORDRE";"MARSEILLE EN ORDRE 13EME & 14EME";"456";"37,13%";"62,38%";"";"11";"6";"BIARD SANSONETTI";"Tina";"F";"LUG";"POUR MARSEILLE, 13E ET 14E";"POUR MARSEILLE, 13E ET 14E ARRONDISSEMENTS, LA GAUCHE, LES ECOLOGISTES ET LES CITOYENS RASSEMBLÉS";"236";"19,22%";"32,28%";"";"41";"";"";"";"";"";"";"";"";"";"";"";""
"13";"Bouches-du-Rhône";"13055SR07";"Marseille Secteur 7";"1376";"1043";"617";"59,16%";"426";"40,84%";"601";"57,62%";"97,41%";"6";"0,58%";"0,97%";"10";"0,96%";"1,62%";"2";"BAREILLE";"Marion";"F";"LDVD";"MARSEILLE JE T'AIME13 ET 14";"MARSEILLE JE T'AIME 13 ET 14 AVEC MARION BAREILLE";"76";"7,29%";"12,65%";"";"1";"5";"D'ANGIO";"Sandrine";"F";"LRN";"MARSEILLE EN ORDRE";"MARSEILLE EN ORDRE 13EME & 14EME";"358";"34,32%";"59,57%";"";"11";"6";"BIARD SANSONETTI";"Tina";"F";"LUG";"POUR MARSEILLE, 13E ET 14E";"POUR MARSEILLE, 13E ET 14E ARRONDISSEMENTS, LA GAUCHE, LES ECOLOGISTES ET LES CITOYENS RASSEMBLÉS";"167";"16,01%";"27,79%";"";"41";"";"";"";"";"";"";"";"";"";"";"";""
"13";"Bouches-du-Rhône";"13055SR07";"Marseille Secteur 7";"1377";"879";"352";"40,05%";"527";"59,95%";"349";"39,70%";"99,15%";"3";"0,34%";"0,85%";"0";"0,00%";"0,00%";"2";"BAREILLE";"Marion";"F";"LDVD";"MARSEILLE JE T'AIME13 ET 14";"MARSEILLE JE T'AIME 13 ET 14 AVEC MARION BAREILLE";"28";"3,19%";"8,02%";"";"1";"5";"D'ANGIO";"Sandrine";"F";"LRN";"MARSEILLE EN ORDRE";"MARSEILLE EN ORDRE 13EME & 14EME";"101";"11,49%";"28,94%";"";"11";"6";"BIARD SANSONETTI";"Tina";"F";"LUG";"POUR MARSEILLE, 13E ET 14E";"POUR MARSEILLE, 13E ET 14E ARRONDISSEMENTS, LA GAUCHE, LES ECOLOGISTES ET LES CITOYENS RASSEMBLÉS";"220";"25,03%";"63,04%";"";"41";"";"";"";"";"";"";"";"";"";"";"";""
"13";"Bouches-du-Rhône";"13055SR07";"Marseille Secteur 7";"1378";"1089";"757";"69,51%";"332";"30,49%";"749";"68,78%";"98,94%";"5";"0,46%";"0,66%";"3";"0,28%";"0,40%";"2";"BAREILLE";"Marion";"F";"LDVD";"MARSEILLE JE T'AIME13 ET 14";"MARSEILLE JE T'AIME 13 ET 14 AVEC MARION BAREILLE";"56";"5,14%";"7,48%";"";"1";"5";"D'ANGIO";"Sandrine";"F";"LRN";"MARSEILLE EN ORDRE";"MARSEILLE EN ORDRE 13EME & 14EME";"493";"45,27%";"65,82%";"";"11";"6";"BIARD SANSONETTI";"Tina";"F";"LUG";"POUR MARSEILLE, 13E ET 14E";"POUR MARSEILLE, 13E ET 14E ARRONDISSEMENTS, LA GAUCHE, LES ECOLOGISTES ET LES CITOYENS RASSEMBLÉS";"200";"18,37%";"26,70%";"";"41";"";"";"";"";"";"";"";"";"";"";"";""
"13";"Bouches-du-Rhône";"13055SR07";"Marseille Secteur 7";"1399";"373";"4";"1,07%";"369";"98,93%";"4";"1,07%";"100,00%";"0";"0,00%";"0,00%";"0";"0,00%";"0,00%";"2";"BAREILLE";"Marion";"F";"LDVD";"MARSEILLE JE T'AIME13 ET 14";"MARSEILLE JE T'AIME 13 ET 14 AVEC MARION BAREILLE";"0";"0,00%";"0,00%";"";"1";"5";"D'ANGIO";"Sandrine";"F";"LRN";"MARSEILLE EN ORDRE";"MARSEILLE EN ORDRE 13EME & 14EME";"1";"0,27%";"25,00%";"";"11";"6";"BIARD SANSONETTI";"Tina";"F";"LUG";"POUR MARSEILLE, 13E ET 14E";"POUR MARSEILLE, 13E ET 14E ARRONDISSEMENTS, LA GAUCHE, LES ECOLOGISTES ET LES CITOYENS RASSEMBLÉS";"3";"0,80%";"75,00%";"";"41";"";"";"";"";"";"";"";"";"";"";"";""
"13";"Bouches-du-Rhône";"13055SR07";"Marseille Secteur 7";"1401";"945";"382";"40,42%";"563";"59,58%";"377";"39,89%";"98,69%";"1";"0,11%";"0,26%";"4";"0,42%";"1,05%";"2";"BAREILLE";"Marion";"F";"LDVD";"MARSEILLE JE T'AIME13 ET 14";"MARSEILLE JE T'AIME 13 ET 14 AVEC MARION BAREILLE";"13";"1,38%";"3,45%";"";"1";"5";"D'ANGIO";"Sandrine";"F";"LRN";"MARSEILLE EN ORDRE";"MARSEILLE EN ORDRE 13EME & 14EME";"174";"18,41%";"46,15%";"";"11";"6";"BIARD SANSONETTI";"Tina";"F";"LUG";"POUR MARSEILLE, 13E ET 14E";"POUR MARSEILLE, 13E ET 14E ARRONDISSEMENTS, LA GAUCHE, LES ECOLOGISTES ET LES CITOYENS RASSEMBLÉS";"190";"20,11%";"50,40%";"";"41";"";"";"";"";"";"";"";"";"";"";"";""
